ecosystem,term,estimate,std.error,statistic,p.value
Long,min_elapsed,20.097058823529416,0.3949649114357469,50.883149975206884,2.7328630669479187e-17
NoSource,min_elapsed,-2.225490196078437,0.6885071060742224,-3.2323416511528706,0.005581633610201596
Short,min_elapsed,12.93506493506493,0.5230544637166009,24.72986243756319,6.509881222930794e-16
